"Y";"media";"radio";"Y1";"Y2";"Y109";"Y181";"Y289"
"22";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"23";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"24";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"25";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"26";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"27";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"28";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"29";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"30";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"31";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"32";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"33";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"34";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"35";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"36";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"37";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"38";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"39";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"40";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"41";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"42";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"43";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"44";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"45";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"46";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"47";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"48";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"49";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"50";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"51";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"52";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"53";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"54";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"55";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"56";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"57";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"58";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"59";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"60";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"61";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"62";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"63";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"64";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"65";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"66";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"67";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"68";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"69";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"70";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"71";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"72";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"73";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"74";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"75";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"76";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"77";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"78";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"79";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"80";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"81";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"82";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"83";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"84";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"85";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"86";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"87";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"88";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"89";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"90";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"91";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"92";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"93";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"94";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"95";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"96";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"97";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"98";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"99";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"100";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"101";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"102";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"103";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"104";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"105";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"106";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"107";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"108";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"109";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"110";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"111";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"112";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"113";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"114";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"115";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"116";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"117";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"118";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"119";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"120";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"121";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"122";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"123";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"124";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"125";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"126";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"127";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"128";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"129";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"130";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"131";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"132";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"133";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"134";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"135";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"136";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"137";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"138";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"139";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"140";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"141";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"142";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"143";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"144";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"145";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"146";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"147";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"148";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"149";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"150";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"151";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"152";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"153";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"154";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"155";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"156";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"157";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"158";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"159";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"160";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"161";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"162";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"163";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"164";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"165";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"166";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"167";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"168";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"169";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"170";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"171";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"172";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"173";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"174";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"175";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"176";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"177";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"178";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"179";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"180";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"181";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"182";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"183";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"184";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"185";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"186";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"187";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"188";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"189";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"190";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"191";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"192";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"193";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"194";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"195";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"196";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"197";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"198";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"199";32.4420622229;32.0291597172412;1.96795047654581;87.7375395708;79.0345541686;19.6540674175;19.8149670364;79.8584201233
"200";29.9848959072;31.7221759102164;1.58451177649414;85.9380809371;72.9989205129;21.0043581218;20.7401807028;87.7375395708
"201";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"202";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"203";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"204";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"205";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"206";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"207";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"208";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"209";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"210";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"211";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"212";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"213";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"214";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"215";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"216";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"217";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"218";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"219";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"220";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"221";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"222";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"223";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"224";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"225";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"226";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"227";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
"228";31.4831103808;32.0668841845581;1.32518777826735;79.8584201233;76.1947155691;20.8334919841;20.56698577;76.3395150118
